"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28"
"K11";"01";"";"1617641";"CH110917072570";"BR";"";"";"1617641";"";"20000424";"CH120003182106";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1752090";"CH716895037114";"FT";"";"";"1752090";"";"20000104";"CH120004093333";"FT";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1320039";"";"";"";"";"1320039";"";"20001020";"CH120003367046";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1568455";"";"";"";"";"1073218";"";"20010402";"CH120003364403";"AN";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1479676";"";"";"";"";"1449990";"";"19991228";"CH120003449667";"FT";"2";"";"";"";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1514650";"";"";"";"";"1514650";"";"19991213";"CH120003456627";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1473650";"";"";"";"";"";"";"19991001";"CH120003460006";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1519693";"";"";"";"";"1519709";"";"20001122";"CH120004322747";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1479676";"";"";"";"";"1406689";"";"20000516";"CH120004318559";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1819540";"";"";"";"";"1731835";"";"20001204";"CH120004323836";"SI";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1720778";"";"";"";"";"1720778";"";"20000930";"CH120004260483";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1811421";"";"";"";"";"";"";"19991001";"CH120002215263";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1364019";"";"";"";"";"1671995";"";"20001231";"CH120002217519";"FT";"1";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1675702";"";"";"";"";"1675702";"";"20000107";"CH120002217892";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1473926";"";"";"";"";"1473926";"";"20001230";"CH120002301553";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1288339";"";"";"";"";"1672862";"";"20000413";"CH120002376049";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1338591";"";"";"";"";"1338591";"";"19991217";"CH120001912354";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1368482";"";"";"";"";"1368482";"";"20000927";"CH120001953609";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1527957";"";"";"";"";"1527957";"";"19991229";"CH120001954927";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1305104";"";"";"";"";"1305104";"";"19991221";"CH120001957331";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1295733";"";"";"";"";"1295573";"";"19991214";"CH120005665485";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1266399";"";"";"";"";"1266399";"";"20000509";"CH120006827547";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1715019";"";"";"";"";"1715019";"";"19991215";"CH120006864962";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1755534";"";"";"";"";"";"";"19991001";"CH120006670006";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1769791";"";"";"";"";"1713381";"";"20000105";"CH120005703361";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1770971";"";"";"";"";"1770971";"";"20000911";"CH120004441158";"LI";"1";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1517545";"";"";"";"";"1526356";"";"20000131";"CH120004439544";"FT";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1240894";"";"";"";"";"1294460";"";"20000507";"CH120004255779";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1718324";"";"";"";"";"1718324";"";"20000307";"CH120003639198";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1523164";"";"";"";"";"1523164";"";"20000630";"CH120003533830";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1011463";"";"";"";"";"1011463";"";"19991202";"CH120003500269";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1668513";"";"";"";"";"1668513";"";"19991218";"CH120003502492";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1360905";"CH120013852563";"FT";"";"";"1360943";"";"20051001";"CH120002518203";"KR";"1";"";"CH120004843846";"LI";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1289688";"CH710419084028";"FT";"";"";"1289688";"";"20000713";"CH120002526901";"FT";"2";"";"CH710806058014";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1734935";"CH716760092767";"FT";"";"";"1734935";"";"20001117";"CH120002433834";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1403176";"CH120014518505";"FT";"";"";"1403176";"";"20020102";"CH120001710806";"FT";"2";"";"CH716046073701";"SI";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1498363";"CH310087860247";"HF";"";"";"1498363";"";"20010227";"CH120001812210";"HF";"2";"";"CH310086630148";"HF";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1464047";"CH716550039378";"FT";"";"";"1031805";"";"20001130";"CH120002214549";"FT";"2";"";"CH713191053053";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1754582";"CH716356084022";"FT";"";"";"1754582";"";"20010104";"CH120002430833";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1312133";"CH712767022356";"FT";"";"";"1312133";"";"20000216";"CH120002435197";"FT";"2";"";"CH714016115567";"FT";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1679618";"CH713724067601";"FT";"";"";"1415551";"";"20000508";"CH120003454296";"FT";"2";"";"CH714910064879";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1366938";"CH716516057644";"FT";"";"";"1395792";"";"20000917";"CH120003969837";"FT";"2";"";"DE000005591085";"HF";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1504385";"";"";"";"";"1504385";"";"20000114";"CH120005894120";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1120844";"CH110276068702";"BR";"";"";"1111101";"";"20010216";"CH120005599162";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1519235";"CH714055102344";"FT";"";"";"1527971";"";"20000901";"CH120006826830";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1342031";"CH713470125242";"FT";"";"";"1342031";"";"20000306";"CH120005674388";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1305104";"CH110157107681";"BR";"";"";"1305098";"";"19991207";"CH120005645029";"BR";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1494334";"";"";"";"";"1494334";"";"20000219";"CH120002053940";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1407235";"";"";"";"";"1407235";"";"20010206";"CH120002042364";"HF";"2";"";"";"";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1299199";"CH110158109912";"BR";"";"";"1299199";"";"20021026";"CH120005600790";"BR";"2";"";"CH110072042029";"BR";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1606966";"CH710343123497";"FT";"";"";"1606966";"";"20010103";"CH120005548146";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1919615";"";"";"";"";"";"";"19950303";"CH120006695252";"BR";"2";"";"CH110471118516";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1486636";"CH310039830373";"HF";"";"";"1486636";"";"20010511";"CH120006750821";"HF";"2";"";"CH310086630148";"HF";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1327885";"CH712735032790";"FT";"";"";"1327885";"";"20010104";"CH120005602343";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1400120";"CH712164054011";"FT";"";"";"1400052";"";"20000611";"CH120001931225";"FT";"2";"";"CH714910064879";"FT";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1654721";"CH110023157369";"BR";"";"";"1250107";"";"20000516";"CH120001943600";"BR";"2";"";"CH110023167016";"BR";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1505184";"CH714144032507";"FT";"";"";"1505184";"";"20000811";"CH120001977476";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1461879";"CH712107096481";"SI";"";"";"1461879";"";"20010418";"CH120001716808";"SI";"2";"";"CH712068032856";"SI";"";"";"";"";"60";"";"";"";"";"";"0"
"K11";"01";"";"1254884";"CH711225038250";"FT";"";"";"1638301";"";"20001026";"CH120002442997";"FT";"2";"";"CH714800037525";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1524031";"";"";"";"";"1524031";"";"19991203";"CH120002004775";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1524031";"";"";"";"";"1524031";"";"20000905";"CH120002004867";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1658118";"";"";"";"";"";"";"19960807";"CH120002110278";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1811766";"";"";"";"";"1714265";"";"19991206";"CH120002057269";"MO";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1492736";"";"";"";"";"1714265";"";"19991225";"CH120002057337";"MO";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1734102";"";"";"";"";"1519433";"";"20000418";"CH120002102754";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1528541";"";"";"";"";"1514551";"";"20001228";"CH120002048762";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1303209";"";"";"";"";"";"";"19991001";"CH120002064175";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1598506";"";"";"";"";"1598506";"";"20000907";"CH120002051090";"BR";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1520088";"";"";"";"";"1494334";"";"20001012";"CH120002053988";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1494334";"";"";"";"";"1494334";"";"20010101";"CH120002054183";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1684711";"";"";"";"";"";"";"";"CH120002139415";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1611823";"";"";"";"";"1611823";"";"20000322";"CH120002052059";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1494327";"";"";"";"";"1494334";"";"20000302";"CH120002053957";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1378900";"";"";"";"";"1414721";"";"20000801";"CH120006318489";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1718782";"";"";"";"";"";"";"19991001";"CH120006316362";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1324808";"CH713852054658";"FT";"";"";"1324808";"";"20011228";"CH120006855434";"FT";"1";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1319569";"CH900001914721";"LI";"";"";"1320657";"";"20010824";"CH120005151797";"LI";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1498622";"CH310097720111";"HF";"";"";"1502657";"";"20010423";"CH120006654488";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1470505";"CH712760136029";"FT";"";"";"1471304";"";"20010513";"CH120005164155";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1392616";"";"";"";"";"";"";"19950101";"CH120009717814";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1341843";"";"";"";"";"";"";"19991001";"CH120009724805";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1149784";"";"";"";"";"";"";"19990126";"CH120009647067";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1759532";"";"";"";"";"1736410";"";"20000915";"CH120006881099";"KR";"1";"2";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1595604";"";"";"";"";"1595604";"";"20000306";"CH120006928930";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1144208";"";"";"";"";"1115581";"";"20000904";"CH120007030663";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1530407";"";"";"";"";"1530407";"";"20000302";"CH120005189400";"FT";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1981704";"";"";"";"";"1519556";"";"20000227";"CH120005193872";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1640908";"";"";"";"";"1405071";"";"20000301";"CH120003915896";"FT";"2";"";"";"";"";"";"";"";"32";"";"";"";"";"";"0"
"K11";"01";"";"1322033";"";"";"";"";"1322033";"";"20000805";"CH120003926496";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1717563";"";"";"";"";"1428063";"";"20001106";"CH120004246234";"FT";"2";"2";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1574319";"CH110064089070";"BR";"";"";"1574302";"";"20020519";"CH120004249662";"BR";"2";"";"";"";"";"";"";"";"49";"";"";"";"";"";"0"
"K11";"01";"";"1493276";"";"";"";"";"1493276";"";"19991213";"CH120004251276";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1725179";"";"";"";"";"1725179";"";"20000115";"CH120004030949";"HF";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1725179";"";"";"";"";"1725179";"";"20000327";"CH120004031038";"KR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1588774";"";"";"";"";"1588774";"";"20000830";"CH120004179846";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1341508";"";"";"";"";"1341508";"";"20000318";"CH120004056987";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1490077";"";"";"";"";"1676167";"";"20000101";"CH120004247477";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1327533";"";"";"";"";"";"";"19991001";"CH120004312892";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1290097";"";"";"";"";"1290097";"";"19991210";"CH120004315916";"HF";"2";"";"";"";"";"";"";"";"60";"";"";"";"";"";"0"
"K11";"01";"";"1745061";"";"";"";"";"1745061";"";"19991129";"CH120003824716";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1383973";"";"";"";"";"1383973";"";"20001020";"CH120003794286";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1387155";"";"";"";"";"1387155";"";"19991230";"CH120003794385";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1398748";"";"";"";"";"1398748";"";"19991221";"CH120003770631";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1667585";"";"";"";"";"1667585";"";"19991211";"CH120003914127";"FT";"2";"";"";"";"";"";"";"";"37";"";"";"";"";"";"0"
"K11";"01";"";"1486308";"";"";"";"";"1765724";"";"20000929";"CH120003822132";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1070750";"";"";"";"";"1070750";"";"20001029";"CH120006321670";"LI";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1493092";"";"";"";"";"1493139";"";"20000123";"CH120004251078";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1710571";"";"";"";"";"1743821";"";"20001117";"CH120003801601";"FT";"2";"";"CH712485076761";"SI";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1743821";"";"";"";"";"1743821";"";"20000829";"CH120003801588";"FT";"2";"";"CH712485076761";"SI";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1370140";"CH310022941062";"HF";"";"";"1632729";"";"20010810";"CH120003998356";"KR";"2";"";"CH310096053524";"HF";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1392012";"";"";"";"";"1392012";"";"20000320";"CH120004012938";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1144239";"CH110259094735";"BR";"";"";"1144239";"";"20000821";"CH120005392077";"BR";"2";"";"CH110528080759";"BR";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1715040";"CH712384064937";"SI";"";"";"1446418";"";"20000918";"CH120005190246";"SI";"2";"";"CH714583098119";"SI";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1469424";"CH714825003116";"FT";"";"";"1469424";"";"20000123";"CH120003991098";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"44";"";"";"";"";"";"0"
"K11";"01";"";"1572629";"CH710343120298";"FT";"";"";"1609356";"";"20000824";"CH120003786724";"FT";"2";"";"CH714800037525";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1664195";"CH713562063414";"FT";"";"";"1419061";"";"20000908";"CH120005269201";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1030891";"";"";"";"";"";"";"19991001";"CH120004315039";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1708899";"";"";"";"";"1712681";"";"20001225";"CH120004315404";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1290295";"";"";"";"";"1290295";"";"20001205";"CH120004316616";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1678093";"";"";"";"";"1597264";"";"20001225";"CH120004186486";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1393842";"";"";"";"";"1393842";"";"20000113";"CH120004278938";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1375961";"CH111477021763";"BR";"";"";"1368642";"";"20000318";"CH120004309595";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1376319";"";"";"";"";"1564341";"";"20001101";"CH120004163968";"SI";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1372953";"";"";"";"";"1406689";"";"20000110";"CH120004318528";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1468281";"";"";"";"";"1343977";"";"19991223";"CH120004343421";"FT";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1680973";"";"";"";"";"1731835";"";"20000105";"CH120004323607";"SI";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1818093";"";"";"";"";"1731835";"";"20000112";"CH120004323621";"SI";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1369083";"";"";"";"";"1294194";"";"19991230";"CH120004315619";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1129090";"";"";"";"";"1129090";"";"20000411";"CH120000276563";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1140514";"";"";"";"";"1139662";"";"20000120";"CH120000345979";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1717563";"";"";"";"";"1731798";"";"20001203";"CH120000347928";"FT";"2";"";"";"";"";"";"";"";"55";"";"";"";"";"";"0"
"K11";"01";"";"1094992";"CH110962021929";"BR";"";"";"1089585";"";"20000811";"CH120000410578";"BR";"1";"";"";"";"";"";"";"";"53";"";"";"";"";"";"0"
"K11";"01";"";"1759259";"";"";"";"";"1759259";"";"19940412";"CH120000311196";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1548549";"";"";"";"";"1392531";"";"19991226";"CH120000205334";"FT";"2";"";"";"";"";"";"";"";"37";"";"";"";"";"";"0"
"K11";"01";"";"1386004";"";"";"";"";"1386004";"";"19990810";"CH120000283684";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1744125";"";"";"";"";"1744125";"";"20000428";"CH120000007624";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1411959";"";"";"";"";"1411959";"";"20000501";"CH120000233016";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1120332";"";"";"";"";"";"";"19971001";"CH120006322226";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1120332";"";"";"";"";"";"";"19991001";"CH120006322264";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1015898";"";"";"";"";"1015898";"";"20000925";"CH120006279087";"BR";"2";"";"";"";"";"";"";"";"37";"";"";"";"";"";"0"
"K11";"01";"";"1486940";"";"";"";"";"";"";"19960101";"CH120006334847";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1251838";"";"";"";"";"";"";"19991001";"CH120006274402";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1068368";"";"";"";"";"1068368";"";"20000113";"CH120006280038";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1387902";"";"";"";"";"1397031";"";"20000305";"CH120006281646";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1340716";"";"";"";"";"1340716";"";"20010303";"CH120006277724";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"1"
"K11";"01";"";"1546613";"";"";"";"";"1310030";"";"20000317";"CH120005783158";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1505559";"";"";"";"";"1505559";"";"20000326";"CH120005871381";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1463194";"";"";"";"";"1463194";"";"20010618";"CH120005163226";"SI";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1594614";"";"";"";"";"1594614";"";"19991222";"CH120005469175";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1336009";"";"";"";"";"1336009";"";"20000530";"CH120005387493";"SI";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1394115";"";"";"";"";"1340044";"";"20000112";"CH120005386021";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1595710";"";"";"";"";"";"";"19991001";"CH120005472977";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1574289";"";"";"";"";"1574289";"";"20000217";"CH120005467706";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1310467";"";"";"";"";"1400212";"";"20010508";"CH120005382542";"LI";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1726381";"";"";"";"";"1765397";"";"20001123";"CH120005473691";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1685756";"";"";"";"";"1685756";"";"19991026";"CH120005389268";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1292961";"";"";"";"";"1292961";"";"20000924";"CH120005471895";"FT";"1";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1303230";"";"";"";"";"";"";"19921001";"CH120006936034";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1140590";"CH110099136688";"BR";"";"";"1168594";"";"20000904";"CH120004947162";"BR";"1";"";"CH110907175311";"BR";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1317923";"CH713036046103";"FT";"";"";"1317923";"";"20000427";"CH120005059635";"FT";"2";"";"US000020901554";"FT";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1261103";"CH900001138660";"KR";"";"";"1261103";"";"20010620";"CH120007887731";"KR";"1";"";"CH900001451905";"AN";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1288025";"CH900000053353";"";"";"";"1288025";"";"20001211";"CH120004294648";"KR";"2";"";"CH900000737482";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1818529";"CH712024013578";"SI";"";"";"1425673";"";"20001128";"CH120004437779";"SI";"2";"";"CH716955062391";"SI";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1488999";"CH714350073547";"FT";"";"";"1510157";"";"20000523";"CH120004248818";"FT";"2";"";"CH714810116043";"FT";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1528848";"";"";"";"";"1528848";"";"20000211";"CH120005928153";"FT";"2";"";"CH713266057764";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1471342";"CH712929110211";"FT";"";"";"1448955";"";"20031105";"CH120005816788";"FT";"2";"";"CH120009204024";"BR";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1521979";"CH714786043251";"FT";"";"";"1521979";"";"20010225";"CH120005789303";"FT";"2";"";"CH714786047679";"FT";"";"";"";"";"";"";"";"";"";"";"0"
