"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28"
"K11";"01";"";"1115499";"";"";"";"";"1115499";"";"20000820";"CH120003365547";"AN";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1259551";"";"";"";"";"";"";"19991001";"CH120003368609";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1594980";"";"";"";"";"";"";"19990501";"CH120001976905";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1562156";"CH710373055041";"FT";"";"";"1565263";"";"20000827";"CH120004806469";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1331264";"CH713847153908";"FT";"";"";"1331264";"";"20010619";"CH120006405592";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1436907";"CH712531123838";"SI";"";"";"1434033";"";"20000930";"CH120003746483";"SI";"2";"";"CH713473108082";"SI";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1411218";"CH713627092434";"FT";"";"";"1411218";"";"20010207";"CH120004181108";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1119435";"CH120004245343";"FT";"";"";"1109832";"";"20000101";"CH120004245374";"FT";"1";"2";"CH120018229322";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1399417";"CH310069624034";"HF";"";"";"1399417";"";"20010101";"CH120004276743";"HF";"2";"";"CH310119614046";"HF";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1127645";"CH110280240491";"BR";"";"";"1127645";"";"20000922";"CH120004279881";"BR";"2";"";"CH110280269775";"BR";"";"";"";"";"60";"";"";"";"";"";"0"
"K11";"01";"";"1309638";"CH713207054999";"FT";"";"";"1309638";"";"20010523";"CH120003726164";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1179200";"CH712316087263";"FT";"";"";"1438864";"";"20000101";"CH120002996933";"FT";"2";"";"CH715130019014";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1520866";"CH310129640318";"HF";"";"";"1520866";"";"20000202";"CH120003233693";"HF";"2";"";"CH310084000141";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1392685";"";"";"";"";"1392685";"";"20001128";"CH120002741304";"FT";"2";"";"CH716605079717";"FT";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1523324";"";"";"";"";"1523324";"";"20001018";"CH120001813378";"FT";"2";"";"";"";"";"";"";"";"36";"";"";"";"";"";"0"
"K11";"01";"";"1548143";"";"";"";"";"";"";"19960323";"CH120001814627";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1548143";"";"";"";"";"";"";"19951105";"CH120001814719";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1327687";"";"";"";"";"";"";"19980615";"CH120001974352";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1268027";"";"";"";"";"";"";"";"CH120001947349";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1141672";"";"";"";"";"1141672";"";"20000502";"CH120003011437";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120003244101";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1540550";"";"";"";"";"";"";"19991001";"CH120003079093";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1685794";"";"";"";"";"1685794";"";"20000131";"CH120003024031";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1106817";"";"";"";"";"1178128";"";"20000928";"CH120003446031";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1178128";"";"";"";"";"1178128";"";"20001011";"CH120003446055";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1246766";"";"";"";"";"";"";"19991001";"CH120003264031";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1514650";"";"";"";"";"1514650";"";"19991006";"CH120003456610";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1467727";"";"";"";"";"1467727";"";"20010411";"CH120004292682";"KR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1116229";"";"";"";"";"";"";"19890727";"CH120004423628";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1019223";"";"";"";"";"";"";"19930801";"CH120004282881";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1259247";"CH110728042489";"BR";"";"";"1259247";"";"20001107";"CH120004939235";"BR";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1579925";"CH110067036545";"BR";"";"";"1579925";"";"20001109";"CH120003579265";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1194746";"";"";"";"";"";"";"19980807";"CH120002196678";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1602425";"";"";"";"";"1602425";"";"20000101";"CH120001982340";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1473032";"";"";"";"";"";"";"19980607";"CH120002068784";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1585360";"";"";"";"";"";"";"19930504";"CH120002201969";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1652093";"";"";"";"";"";"";"19961220";"CH120001368496";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1754476";"";"";"";"";"1754476";"";"20001228";"CH120001383000";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1112207";"";"";"";"";"1765878";"";"19991206";"CH120001252979";"FT";"2";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1112344";"";"";"";"";"1214369";"";"20000728";"CH120001352365";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1629842";"";"";"";"";"";"";"19991001";"CH120001368519";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1021097";"";"";"";"";"";"";"19920401";"CH120001253822";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1237290";"";"";"";"";"1238525";"";"20000730";"CH120001948438";"JE";"2";"";"";"";"";"";"";"";"26";"";"";"";"";"";"0"
"K11";"01";"";"1035476";"";"";"";"";"";"";"19991001";"CH120001952473";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1402209";"";"";"";"";"";"";"19991001";"CH120002010295";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1378054";"";"";"";"";"1378054";"";"20000810";"CH120002011667";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1103793";"CH713775111674";"FT";"";"";"1748956";"";"20010910";"CH120003586447";"FT";"2";"";"CH716157042443";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1663402";"CH110058198382";"BR";"";"";"1598438";"";"20010107";"CH120002051670";"BR";"1";"";"CH110807000010";"LI";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1443110";"CH713640084119";"SI";"";"";"1448443";"";"20010330";"CH120002142330";"SI";"2";"";"CH712903072948";"SI";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1327892";"CH310010394177";"HF";"";"";"1327892";"";NA;"CH120001550112";"HF";NA;"";"CH120001550112";"HF";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1130072";"CH712107098171";"FT";"";"";"1462210";"";"20000419";"CH120002455461";"FT";"2";"";"DE000002973440";"HF";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1117356";"CH120006496668";"BR";"";"";"1073539";"";"20020925";"CH120003510244";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1378832";"CH713433100439";"FT";"";"";"1452839";"";"20001029";"CH120004870101";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1109160";"";"";"";"";"1109160";"";"20000326";"CH120004805868";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1109160";"";"";"";"";"1109160";"";"20000402";"CH120004805882";"BR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1077858";"";"";"";"";"1052022";"";"20010125";"CH120004749827";"BR";"1";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1486353";"";"";"";"";"";"";"19991001";"CH120002307258";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1668858";"";"";"";"";"1668858";"";"20010305";"CH120002272303";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1751703";"";"";"";"";"1751703";"";"20000102";"CH120002179541";"HF";"2";"";"";"";"";"";"";"";"51";"";"";"";"";"";"0"
"K11";"01";"";"1184693";"";"";"";"";"";"";"19951117";"CH120002179879";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1118735";"";"";"";"";"";"";"19910731";"CH120002206827";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554212";"CH712895133795";"FT";"";"";"1408140";"";"20001216";"CH120002641420";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110154074375";"BR";"";"";"1302745";"";"20000828";"CH120002639939";"BR";"2";"";"";"";"";"";"";"";"44";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110530047313";"BR";"";"";"1219029";"";"20001118";"CH120003127640";"BR";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1104486";"CH110317064755";"BR";"";"";"1104691";"";"20000510";"CH120003640903";"BR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1022896";"CH110174150837";"BR";"";"";"1025262";"";"20000928";"CH120003640248";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1179354";"CH110117100660";"BR";"";"";"1158045";"";"20001203";"CH120003609177";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"1"
"K11";"01";"";"1554489";"CH120017021781";"HF";"";"";"1592351";"";"20010205";"CH120003558475";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1014907";"";"19991218";"CH120001979760";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"";"";"";"";"";"1201468";"";"19991129";"CH120001984009";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1010619";"CH110197117817";"BR";"";"";"1010619";"";"20000811";"CH120002200986";"BR";"2";"";"";"";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1578782";"";"";"";"";"1578782";"";"19991216";"CH120002185115";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1169171";"";"";"";"";"1160277";"";"20000222";"CH120001369097";"LI";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1373905";"";"20000211";"CH120001950639";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1035476";"";"";"";"";"";"";"19991001";"CH120001952541";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1401592";"";"20000613";"CH120002010424";"FT";"2";"";"";"";"";"";"";"";"61";"";"";"";"";"";"0"
"K11";"01";"";"1314335";"";"";"";"";"1314335";"";"20000904";"CH120001882640";"FT";"2";"";"";"";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1670424";"";"20000816";"CH120001578444";"FT";"2";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1670424";"";"20000825";"CH120001578468";"FT";"2";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1061512";"CH110358074515";"BR";"";"";"1061512";"";"20000914";"CH120001194774";"BR";"2";"2";"CH110211133113";"BR";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH111960002880";"BR";"";"";"1111392";"";"20000630";"CH120004403996";"BR";"2";"";"CH110280256089";"BR";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH719000236143";"MO";"";"";"1766066";"";"19991203";"CH120004474569";"MO";"2";"";"FR039930300860";"MO";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1326666";"";"20000324";"CH120004613234";"HF";"2";"";"CH710806263470";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1720167";"";"";"";"";"1720167";"";"20000604";"CH120004596704";"MO";"2";"";"FR039930300860";"MO";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110087094563";"BR";"";"";"1155839";"";"20011021";"CH120004603884";"BR";"2";"";"CH110106058545";"BR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1078886";"CH110465050525";"BR";"";"";"1078886";"";"20001018";"CH120001761556";"BR";"1";"";"CH110280256089";"BR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1041132";"CH110360135747";"BR";"";"";"1074949";"";"20001002";"CH120001981688";"BR";"2";"";"CH110280256089";"BR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH310118040044";"HF";"";"";"1034332";"";"20000221";"CH120002065271";"HF";"2";"";"CH310079685520";"HF";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1061512";"CH110358074515";"BR";"";"";"1061512";"";"20000914";"CH120001194767";"BR";"2";"2";"CH110211133113";"BR";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH310074620083";"HF";"";"";"1508260";"";"20000717";"CH120002319886";"HF";"2";"";"CH310058263534";"HF";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1118735";"";"";"";"";"";"";"19991001";"CH120002206834";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1146929";"";"";"";"";"1146929";"";"20000204";"CH120002281862";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1118735";"";"";"";"";"";"";"19991001";"CH120002207053";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1013689";"CH110192220482";"BR";"";"";"1013689";"";"20001007";"CH120002207503";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1246841";"";"";"";"";"1757088";"";"20000916";"CH120002276462";"MO";"2";"2";"";"";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1239829";"CH718720088636";"FT";"";"";"1239829";"";"20000122";"CH120003499679";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1129274";"CH310081466520";"HF";"";"";"1129274";"";"20000524";"CH120003576417";"HF";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1260915";"CH110009065428";"BR";"";"";"1236385";"";"20000225";"CH120002624171";"BR";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1077315";"CH110423059560";"BR";"";"";"1066333";"";"20000908";"CH120003643966";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1196825";"CH120003507497";"KR";"";"";"1196825";"";"19991217";"CH120003507398";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1099102";"CH110524071416";"BR";"";"";"1068375";"";"20011014";"CH120003656782";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1121124";"CH110298067769";"BR";"";"";"1131499";"";"20001019";"CH120003594381";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1091618";"CH110961084765";"BR";"";"";"1091618";"";"20000730";"CH120003692445";"BR";"2";"";"CH111032044305";"BR";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1110845";"CH110276074406";"BR";"";"";"1110845";"";"20000823";"CH120003466916";"BR";"1";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1371147";"CH120003570149";"FT";"";"";"1371147";"";"20000514";"CH120003570194";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1193596";"CH900001128807";"";"";"";"1066920";"";"19991214";"CH120003694685";"KR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1100709";"CH120024727300";"BR";"";"";"1100709";"";"20041028";"CH120001693345";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1632545";"CH110478030965";"BR";"";"";"1632545";"";"20010306";"CH120001779292";"BR";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1602944";"";"";"";"";"";"";"19960101";"CH120001526247";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1346688";"";"";"";"";"1345841";"";"20000111";"CH120002313020";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1551938";"";"";"";"";"";"";"19921102";"CH120002314478";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1183986";"";"";"";"";"";"";"19991001";"CH120002282494";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1345476";"";"";"";"";"1341942";"";"19991225";"CH120002262199";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1250213";"";"";"";"";"1250213";"";"19991207";"CH120004667060";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1200041";"";"";"";"";"1437645";"";"20000401";"CH120004879302";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1634167";"";"";"";"";"1634143";"";"19991107";"CH120004670527";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1732054";"";"";"";"";"1732054";"";"20000820";"CH120004803246";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1665239";"";"";"";"";"1480573";"";"20001007";"CH120004775024";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1103731";"";"";"";"";"1103731";"";"20000228";"CH120004755637";"BR";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1103731";"CH110229132283";"BR";"";"";"1103731";"";"20000910";"CH120004755736";"BR";"2";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1237191";"";"";"";"";"1198720";"";"20000824";"CH120001506188";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1665062";"";"";"";"";"1637618";"";"20000816";"CH120004082924";"FT";"1";"";"";"";"";"";"";"";"65";"";"";"";"";"";"0"
"K11";"01";"";"1103540";"";"";"";"";"1103540";"";"20000204";"CH120003426095";"FT";"2";"";"";"";"";"";"";"";"53";"";"";"";"";"";"0"
"K11";"01";"";"1016475";"";"";"";"";"";"";"";"CH120003425456";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1259551";"";"";"";"";"";"";"19991001";"CH120003368531";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1246766";"";"";"";"";"";"";"19991001";"CH120003263959";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH712085127795";"FT";"";"";"1316520";"";"20000821";"CH120002432202";"FT";"2";"2";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1337709";"";"20000102";"CH120002292288";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1120066";"";"";"";"";"";"";"19980321";"CH120002294312";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH712749056706";"FT";"";"";"1312959";"";"20060309";"CH120004243950";"FT";"1";"";"CH714530061265";"FT";"";"";"";"";"54";"";"";"";"";"";"0"
"K11";"01";"";"1444032";"CH716183082161";"FT";"";"";"1745351";"";"20010103";"CH120004206283";"FT";"1";"";"CH714530061265";"FT";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1509632";"CH714715035029";"FT";"";"";"1509632";"";"20010106";"CH120003919238";"FT";"1";"";"CH714800037525";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1616613";"";"";"";"";"1547443";"";"20000310";"CH120002647262";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1683592";"CH110139047004";"BR";"";"";"1683592";"";"20000829";"CH120002963614";"BR";"2";"";"CH110323192619";"BR";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120001805670";"BR";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1373899";"";"20001027";"CH120002007554";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1370652";"";"";"";"";"";"";"19991001";"CH120001712596";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1572797";"";"";"";"";"1653663";"";"20000118";"CH120003244767";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1462630";"";"20000324";"CH120003245313";"HF";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1392005";"";"";"";"";"";"";"19991001";"CH120003081676";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1179293";"";"";"";"";"1183764";"";"20000117";"CH120003014186";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120003079185";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1240436";"";"";"";"";"1240436";"";"20000622";"CH120002971053";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1473704";"";"";"";"";"";"";"19991001";"CH120003460013";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1335651";"";"";"";"";"1394559";"";"20000319";"CH120004075100";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1406450";"";"19990825";"CH120004167096";"AN";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1116229";"";"";"";"";"";"";"19920115";"CH120004423444";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1116229";"";"";"";"";"";"";"19940331";"CH120004423604";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1570298";"CH110059206000";"BR";"";"";"1570298";"";"20001201";"CH120004756931";"BR";"2";"";"";"";"";"";"";"";"44";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110200108207";"BR";"";"";"1010121";"";"20000922";"CH120004906480";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1577334";"CH110066134112";"BR";"";"";"1577334";"";"20000218";"CH120004884238";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1235852";"CH110025203354";"BR";"";"";"1235852";"";"20001116";"CH120004651489";"BR";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1467499";"CH111470032780";"BR";"";"";"1467499";"";"20000222";"CH120004486159";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1323450";"";"";"";"";"1422016";"";"20000317";"CH120002236558";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1408416";"CH110059212629";"BR";"";"";"1570335";"";"20000929";"CH120004936173";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1331264";"CH713847149901";"FT";"";"";"1331264";"";"20001025";"CH120006405509";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1120981";"CH110704105337";"BR";"";"";"1247831";"";"20010130";"CH120004798542";"BR";"1";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1113549";"";"";"";"";"1113549";"";"19991217";"CH120002758463";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1534818";"";"";"";"";"1533699";"";"20000630";"CH120003830519";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1249736";"";"";"";"";"1249736";"";"20000505";"CH120003860912";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1737950";"";"20001202";"CH120003871062";"HF";"2";"";"";"";"";"";"";"";"52";"";"";"";"";"";"0"
"K11";"01";"";"1551228";"";"";"";"";"1551228";"";"20000520";"CH120001814085";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1489279";"";"";"";"";"1384598";"";"20000817";"CH120002288434";"BR";"1";"";"";"";"";"";"";"";"52";"";"";"";"";"";"0"
"K11";"01";"";"1505245";"";"";"";"";"1495492";"";"20000413";"CH120002296262";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1127034";"";"";"";"";"1127034";"";"20010515";"CH120002299225";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1818529";"";"";"";"";"1425956";"";"20001121";"CH120001775270";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
